"age","ISO","prop"
20,"BDI",0.0174744045004389
21,"BDI",0.0170674382183694
22,"BDI",0.0168033305385015
23,"BDI",0.016635876368374
24,"BDI",0.0164901103028712
25,"BDI",0.0163724759093091
26,"BDI",0.0162177517136353
27,"BDI",0.0159833473074925
28,"BDI",0.015685764509617
29,"BDI",0.0153932108374516
30,"BDI",0.0151037217887657
31,"BDI",0.0147141217064138
32,"BDI",0.014183391783823
33,"BDI",0.0135547510700644
34,"BDI",0.0129210026505064
35,"BDI",0.0122748385768517
36,"BDI",0.0116105225025872
37,"BDI",0.0109379555189547
38,"BDI",0.010265702855679
39,"BDI",0.00959753635704278
40,"BDI",0.00893887804920214
41,"BDI",0.00831903830543609
42,"BDI",0.00775538332546223
43,"BDI",0.00724469132562253
44,"BDI",0.00675505878969375
45,"BDI",0.00627792048795092
46,"BDI",0.00591047999075898
47,"BDI",0.00569320604406614
48,"BDI",0.00557840053371597
49,"BDI",0.00547891814076366
50,"BDI",0.00541338234635432
51,"BDI",0.00532010778045037
52,"BDI",0.00516027587897723
53,"BDI",0.0049612325129834
54,"BDI",0.00478521311313097
55,"BDI",0.00461422283898861
56,"BDI",0.00446334906768653
57,"BDI",0.00434406449225082
58,"BDI",0.0042413603156405
59,"BDI",0.00413048380975132
60,"BDI",0.00402007878439745
61,"BDI",0.00387336975782402
62,"BDI",0.00367094744799373
63,"BDI",0.00343049237498104
64,"BDI",0.00319561648830296
65,"BDI",0.00296459102599665
66,"BDI",0.00271855676664935
67,"BDI",0.00245515630758447
68,"BDI",0.00218554802147122
69,"BDI",0.00192002589999741
70,"BDI",0.00165183205549012
71,"BDI",0.00143235786629912
72,"BDI",0.00128690612115321
73,"BDI",0.00119205995346487
74,"BDI",0.00109949260836391
75,"BDI",0.00101847653637826
76,"BDI",0.000935574542251335
77,"BDI",0.00083923535286782
78,"BDI",0.000736924076703597
79,"BDI",0.000648128575885185
80,"BDI",0.000568841265862373
81,"BDI",0.000495526042620269
82,"BDI",0.000428261486248092
83,"BDI",0.000366890436567402
84,"BDI",0.000310627092686001
85,"BDI",0.00025939287451467
86,"BDI",0.000213816422767166
87,"BDI",0.00017429063788959
88,"BDI",0.000140029718989743
89,"BDI",0.000110090704996986
90,"BDI",8.3923535286782e-05
91,"BDI",6.25497510189873e-05
92,"BDI",4.60479322828223e-05
93,"BDI",3.36322781860887e-05
94,"BDI",2.34168665875103e-05
95,"BDI",1.71304594499237e-05
96,"BDI",1.21013337398543e-05
97,"BDI",7.93658901120316e-06
98,"BDI",4.4790650855305e-06
99,"BDI",1.57160178439667e-06
100,"BDI",2.04308231971567e-06
0,"BEN",0.0318501578108665
1,"BEN",0.0309769974031627
2,"BEN",0.0301781555786548
3,"BEN",0.0294457525768476
4,"BEN",0.0288220902698727
5,"BEN",0.0282120309178577
6,"BEN",0.0276381355192729
7,"BEN",0.0270935196517909
8,"BEN",0.0265712159482371
9,"BEN",0.0260694825668179
10,"BEN",0.0255868265002815
11,"BEN",0.0250887426921442
12,"BEN",0.024556900331149
13,"BEN",0.0240009210195846
14,"BEN",0.0234533191375992
15,"BEN",0.022913099347025
16,"BEN",0.0223419411284016
17,"BEN",0.0217259097473799
18,"BEN",0.0210820088976597
19,"BEN",0.0204417576212214
20,"BEN",0.0197987691648217
21,"BEN",0.0191756045269307
22,"BEN",0.0185864472764396
23,"BEN",0.0180220075904489
24,"BEN",0.0174589779668625
25,"BEN",0.016903745158924
26,"BEN",0.0163545673248396
27,"BEN",0.0158087902294951
28,"BEN",0.0152699805013253
29,"BEN",0.0147436954451003
30,"BEN",0.0142277784947899
31,"BEN",0.0137335930944765
32,"BEN",0.0132670283283196
33,"BEN",0.0128226098363963
34,"BEN",0.0123884765055402
35,"BEN",0.011967116681171
36,"BEN",0.0115535536724495
37,"BEN",0.0111441379060938
38,"BEN",0.0107416895069128
39,"BEN",0.0103517657796766
40,"BEN",0.0099722931032023
41,"BEN",0.00960642338168797
42,"BEN",0.00925531784299602
43,"BEN",0.00891690286594354
44,"BEN",0.00858661648392811
45,"BEN",0.00826362924847655
46,"BEN",0.00795192251226008
47,"BEN",0.00765274044798844
48,"BEN",0.00736284820661628
49,"BEN",0.00707917682879288
50,"BEN",0.00680280459753335
51,"BEN",0.00652444168993823
52,"BEN",0.00623936024971044
53,"BEN",0.00595145868467388
54,"BEN",0.00567044154196462
55,"BEN",0.00539523053856753
56,"BEN",0.00512242493574263
57,"BEN",0.00485161000925333
58,"BEN",0.00458452760089328
59,"BEN",0.0043231683869981
60,"BEN",0.00406661997424728
61,"BEN",0.00382118617103692
62,"BEN",0.00358977004702309
63,"BEN",0.00336980031193898
64,"BEN",0.00315621733009826
65,"BEN",0.00295067999844727
66,"BEN",0.00275078291641382
67,"BEN",0.00255536485613548
68,"BEN",0.0023661676594059
69,"BEN",0.00218393782985092
70,"BEN",0.002006435856593
71,"BEN",0.00184344923161552
72,"BEN",0.00169912519728432
73,"BEN",0.00156774055913453
74,"BEN",0.00144207911544961
75,"BEN",0.00132620516374806
76,"BEN",0.00120062666491045
77,"BEN",0.00105555612695339
78,"BEN",0.000901527545486125
79,"BEN",0.000757784125086138
80,"BEN",0.000619349174914426
81,"BEN",0.000499908594778257
82,"BEN",0.000407673924561993
83,"BEN",0.000335926631632975
84,"BEN",0.000268658360459063
85,"BEN",0.000208191566765128
86,"BEN",0.00015809287898579
87,"BEN",0.000118611131663001
88,"BEN",8.7921538155791e-05
89,"BEN",6.39504772812404e-05
90,"BEN",4.6449114497399e-05
91,"BEN",3.29291043847632e-05
92,"BEN",2.15656603023638e-05
93,"BEN",1.26076167921512e-05
94,"BEN",8.21153988436161e-06
95,"BEN",6.38675324339236e-06
96,"BEN",4.97669083900704e-06
97,"BEN",2.90306965608744e-06
98,"BEN",9.12393320484624e-07
99,"BEN",5.80613931217488e-07
100,"BEN",4.97669083900704e-07
0,"BFA",0.0354556776302185
1,"BFA",0.0343672340069991
2,"BFA",0.0333739755944331
3,"BFA",0.03246446636514
4,"BFA",0.0316000604334895
5,"BFA",0.0308854073086567
6,"BFA",0.0302031398303278
7,"BFA",0.0295433993542095
8,"BFA",0.0288963272360083
9,"BFA",0.0282680358351861
10,"BFA",0.027664637511205
11,"BFA",0.0269961228416655
12,"BFA",0.0262203954154346
13,"BFA",0.0253756574791496
14,"BFA",0.0245465947872911
15,"BFA",0.023721574139593
16,"BFA",0.0228994617919614
17,"BFA",0.0220901163886899
18,"BFA",0.0212943759145433
19,"BFA",0.0205028746574429
20,"BFA",0.0197171900004757
21,"BFA",0.0189667007036361
22,"BFA",0.0182646666434989
23,"BFA",0.0176019192808711
24,"BFA",0.0169546992830054
25,"BFA",0.0163272951601697
26,"BFA",0.0157251291667252
27,"BFA",0.0151485956484437
28,"BFA",0.0145966594476744
29,"BFA",0.0140634546710626
30,"BFA",0.0135448899812267
31,"BFA",0.0130603869074246
32,"BFA",0.0126176351922054
33,"BFA",0.0122039664776518
34,"BFA",0.0118011422718211
35,"BFA",0.0114141904833028
36,"BFA",0.0110135844724381
37,"BFA",0.0105828110100354
38,"BFA",0.0101350313862264
39,"BFA",0.00970327205939439
40,"BFA",0.00928477260913704
41,"BFA",0.00886528729445035
42,"BFA",0.00844225286781801
43,"BFA",0.00802286613957425
44,"BFA",0.00761348593528835
45,"BFA",0.00720814777516277
46,"BFA",0.00684431450751266
47,"BFA",0.00653968239884477
48,"BFA",0.00627611154365913
49,"BFA",0.00601860375471397
50,"BFA",0.00577524312032993
51,"BFA",0.00552581941970541
52,"BFA",0.00525717136270864
53,"BFA",0.00497950264618336
54,"BFA",0.00471573461811186
55,"BFA",0.00446024785124686
56,"BFA",0.00421831672028537
57,"BFA",0.00399403256260917
58,"BFA",0.00378320545439354
59,"BFA",0.00357780060053932
60,"BFA",0.00338013478245546
61,"BFA",0.00318350412202241
62,"BFA",0.00298386657507986
63,"BFA",0.00278516559934519
64,"BFA",0.00259430224582382
65,"BFA",0.00240905831954972
66,"BFA",0.00223584193931364
67,"BFA",0.00207830080350416
68,"BFA",0.00193268862728976
69,"BFA",0.00179180860033623
70,"BFA",0.00165674517351584
71,"BFA",0.00152552661796989
72,"BFA",0.00139613191161824
73,"BFA",0.00126984267821903
74,"BFA",0.0011500601500535
75,"BFA",0.00103747443222219
76,"BFA",0.000925578819491427
77,"BFA",0.000811810064344907
78,"BFA",0.000699667985506807
79,"BFA",0.000594377664452662
80,"BFA",0.000494361718095517
81,"BFA",0.000406077558447589
82,"BFA",0.000333074297454523
83,"BFA",0.000272394341828281
84,"BFA",0.000216890174456105
85,"BFA",0.000166808261445331
86,"BFA",0.000125796301184541
87,"BFA",9.41007597810691e-05
88,"BFA",7.03414270338322e-05
89,"BFA",5.14128299903903e-05
90,"BFA",3.76107279795473e-05
91,"BFA",2.67169260352747e-05
92,"BFA",1.76469732852922e-05
93,"BFA",1.04008697295996e-05
94,"BFA",6.95034422688881e-06
95,"BFA",4.97861536819695e-06
96,"BFA",3.45052550271076e-06
97,"BFA",2.07031530162645e-06
98,"BFA",8.87277986411338e-07
99,"BFA",4.43638993205669e-07
100,"BFA",3.45052550271076e-07
0,"BOL",0.0219987641321419
1,"BOL",0.0215678619538765
2,"BOL",0.0212152337492777
3,"BOL",0.0209324459588931
4,"BOL",0.0207081659872088
5,"BOL",0.0205691001058236
6,"BOL",0.0204642955597134
7,"BOL",0.0203862851347797
8,"BOL",0.0203283044135452
9,"BOL",0.0202878936078363
10,"BOL",0.0202627686286347
11,"BOL",0.0202220064246153
12,"BOL",0.0201482127794078
13,"BOL",0.0200490306062657
14,"BOL",0.0199474764945278
15,"BOL",0.0198369617258717
16,"BOL",0.0197065929526717
17,"BOL",0.0195527683422451
18,"BOL",0.0193757514433246
19,"BOL",0.0191842393640956
20,"BOL",0.0189838544775261
21,"BOL",0.0187357672703045
22,"BOL",0.0184239891193027
23,"BOL",0.0180691646752632
24,"BOL",0.0177078393624791
25,"BOL",0.0173338637105167
26,"BOL",0.0169695515120933
27,"BOL",0.0166301007441386
28,"BOL",0.0163070778472004
29,"BOL",0.0159728102043258
30,"BOL",0.0156287912583345
31,"BOL",0.0153031328740675
32,"BOL",0.0150054106554861
33,"BOL",0.0147236770600331
34,"BOL",0.0144352668966803
35,"BOL",0.0141456268392407
36,"BOL",0.0138354299806362
37,"BOL",0.013493519424508
38,"BOL",0.0131279773319978
39,"BOL",0.0127635772839968
40,"BOL",0.0124011099267036
41,"BOL",0.0120150110330285
42,"BOL",0.0115966713443638
43,"BOL",0.0111598832443974
44,"BOL",0.010726609127536
45,"BOL",0.0102924565148983
46,"BOL",0.00988228683695312
47,"BOL",0.00951015602612084
48,"BOL",0.00916648847844004
49,"BOL",0.00882712556006302
50,"BOL",0.00849619620113828
51,"BOL",0.00818037696956557
52,"BOL",0.00788010711323301
53,"BOL",0.00759450813636433
54,"BOL",0.00732112025078595
55,"BOL",0.00705897711114395
56,"BOL",0.00681150485096583
57,"BOL",0.00658010906349363
58,"BOL",0.00636197856224327
59,"BOL",0.00614911903565059
60,"BOL",0.00593731370398944
61,"BOL",0.00574509882813934
62,"BOL",0.00557888742726714
63,"BOL",0.00542673195881542
64,"BOL",0.00527703627853728
65,"BOL",0.00514122083152437
66,"BOL",0.00495594607230688
67,"BOL",0.00469116744533604
68,"BOL",0.00437982854222235
69,"BOL",0.00407824094222537
70,"BOL",0.00376778053488797
71,"BOL",0.00351248966230095
72,"BOL",0.00334715675720503
73,"BOL",0.0032385746792568
74,"BOL",0.00312164689143391
75,"BOL",0.00301403115883959
76,"BOL",0.00287435033041105
77,"BOL",0.00267756727652429
78,"BOL",0.00244625933862973
79,"BOL",0.00222891948357802
80,"BOL",0.0020150057620538
81,"BOL",0.00182041894760774
82,"BOL",0.00165833647688405
83,"BOL",0.00151883134761076
84,"BOL",0.00137994116538087
85,"BOL",0.00124667335611917
86,"BOL",0.0011163045829192
87,"BOL",0.00098549656183108
88,"BOL",0.000857236178494177
89,"BOL",0.000738200000808216
90,"BOL",0.000627245984264032
91,"BOL",0.000525252624637906
92,"BOL",0.000433713364749514
93,"BOL",0.000351661859244947
94,"BOL",0.000276550470372994
95,"BOL",0.000208115649400769
96,"BOL",0.000151891919718839
97,"BOL",0.000109899821612648
98,"BOL",7.93281685980982e-05
99,"BOL",4.80537189625246e-05
100,"BOL",5.92106153212826e-05
0,"BRA",0.0134398183027235
1,"BRA",0.0135704314055991
2,"BRA",0.0136742933260393
3,"BRA",0.0137577363118648
4,"BRA",0.0141112417402752
5,"BRA",0.0140176429107431
6,"BRA",0.0139566518934424
7,"BRA",0.0139328430146703
8,"BRA",0.0139507346456629
9,"BRA",0.0139834636938613
10,"BRA",0.0140041251004102
11,"BRA",0.014174512926342
12,"BRA",0.0145621089761198
13,"BRA",0.0150770867239575
14,"BRA",0.0155710533461104
15,"BRA",0.0160842778353467
16,"BRA",0.0164426420282852
17,"BRA",0.0165477676005364
18,"BRA",0.0164799593915465
19,"BRA",0.0164353771961021
20,"BRA",0.0163957050573257
21,"BRA",0.0162910271255684
22,"BRA",0.0161129687932559
23,"BRA",0.0158961895582166
24,"BRA",0.0156699166143681
25,"BRA",0.0154117026561075
26,"BRA",0.0152867130369372
27,"BRA",0.0153749075400891
28,"BRA",0.0155999494725792
29,"BRA",0.0157934653906985
30,"BRA",0.0159746292289379
31,"BRA",0.0161522119432256
32,"BRA",0.016308895441952
33,"BRA",0.016436099948983
34,"BRA",0.0165536988370813
35,"BRA",0.0166711345229162
36,"BRA",0.016658316150855
37,"BRA",0.0164566214678775
38,"BRA",0.0161237821089379
39,"BRA",0.0157855057831655
40,"BRA",0.0154279809161532
41,"BRA",0.0150478781817272
42,"BRA",0.014659895109439
43,"BRA",0.0142699629358334
44,"BRA",0.0138650721090549
45,"BRA",0.0134427559434651
46,"BRA",0.0130825172559582
47,"BRA",0.0128211185221
48,"BRA",0.012627001087067
49,"BRA",0.0124197435383678
50,"BRA",0.0122009452581839
51,"BRA",0.0120192638356234
52,"BRA",0.0118861700583439
53,"BRA",0.0117738729123458
54,"BRA",0.0116550989679509
55,"BRA",0.0115496236765637
56,"BRA",0.0113331009022241
57,"BRA",0.0109453556389483
58,"BRA",0.0104464230050657
59,"BRA",0.00995409306846881
60,"BRA",0.00944201099507637
61,"BRA",0.00896949381325866
62,"BRA",0.00857702501018732
63,"BRA",0.00823374070638882
64,"BRA",0.00787139904114474
65,"BRA",0.0075074813083282
66,"BRA",0.00712637604571267
67,"BRA",0.00671476594860313
68,"BRA",0.00628684028807344
69,"BRA",0.00587218996594249
70,"BRA",0.00546740172344388
71,"BRA",0.00507558572942622
72,"BRA",0.00470206237767699
73,"BRA",0.00434675239852538
74,"BRA",0.00399943933028133
75,"BRA",0.00365638817257343
76,"BRA",0.00335528932240798
77,"BRA",0.00311202469147661
78,"BRA",0.0029079938846713
79,"BRA",0.00271234234836213
80,"BRA",0.00253565491506232
81,"BRA",0.00233759731109816
82,"BRA",0.00209639369160769
83,"BRA",0.00183268681145256
84,"BRA",0.00158780414665243
85,"BRA",0.00135218204457091
86,"BRA",0.00114477061945191
87,"BRA",0.000978747288336107
88,"BRA",0.000843508567023043
89,"BRA",0.000715035745259172
90,"BRA",0.000597735284156823
91,"BRA",0.00049140667807808
92,"BRA",0.000393382735746486
93,"BRA",0.000304941097738525
94,"BRA",0.000228562438458175
95,"BRA",0.000162059847575614
96,"BRA",0.000109937707561221
97,"BRA",7.4145119732408e-05
98,"BRA",5.10216904667636e-05
99,"BRA",2.49046653978235e-05
100,"BRA",4.58365214118339e-05
0,"BWA",0.0211744400423646
1,"BWA",0.021842115585909
2,"BWA",0.0222641096523917
3,"BWA",0.0224685001249053
4,"BWA",0.0226984910202388
5,"BWA",0.0223958279569004
6,"BWA",0.0220023246835561
7,"BWA",0.0215423428928891
8,"BWA",0.02103776681731
9,"BWA",0.0204885964568189
10,"BWA",0.0198960705415522
11,"BWA",0.019393146106155
12,"BWA",0.0190463016679501
13,"BWA",0.0188134204022983
14,"BWA",0.0185731067558277
15,"BWA",0.0183385738499939
16,"BWA",0.0181812551226652
17,"BWA",0.0181197315258884
18,"BWA",0.0181263380866161
19,"BWA",0.0181523514194815
20,"BWA",0.0182056168153487
21,"BWA",0.0182464949098514
22,"BWA",0.0182510369203517
23,"BWA",0.0182320430582595
24,"BWA",0.0182225461272135
25,"BWA",0.0182031393550758
26,"BWA",0.0182085071856671
27,"BWA",0.0182539272906701
28,"BWA",0.018312973427174
29,"BWA",0.0183377480299029
30,"BWA",0.0183311414691752
31,"BWA",0.0182720953326713
32,"BWA",0.0181424415783899
33,"BWA",0.017946309306786
34,"BWA",0.0177142538612251
35,"BWA",0.0174561850827988
36,"BWA",0.017071765830455
37,"BWA",0.0165192921896
38,"BWA",0.0158479004556462
39,"BWA",0.0151579277696457
40,"BWA",0.0144452450311437
41,"BWA",0.0137077876899128
42,"BWA",0.0129587688674084
43,"BWA",0.0122101629549494
44,"BWA",0.0114549504817628
45,"BWA",0.0106923056277575
46,"BWA",0.00999985548148408
47,"BWA",0.00941393612694506
48,"BWA",0.00890770841118408
49,"BWA",0.00841510672692401
50,"BWA",0.00794438927507448
51,"BWA",0.00751785319809153
52,"BWA",0.00713880177633902
53,"BWA",0.00679938971895278
54,"BWA",0.00648516517434094
55,"BWA",0.00619488941236707
56,"BWA",0.00593269153348597
57,"BWA",0.00569857153769765
58,"BWA",0.00548509704418344
59,"BWA",0.0052835969419882
60,"BWA",0.00509035504070261
61,"BWA",0.00489917768964442
62,"BWA",0.00470139377785852
63,"BWA",0.00449824203548136
64,"BWA",0.00430169685383191
65,"BWA",0.00412290680413818
66,"BWA",0.00388837389830438
67,"BWA",0.00357249771351062
68,"BWA",0.00320831105339546
69,"BWA",0.00285692460469025
70,"BWA",0.00250017032539376
71,"BWA",0.00220741710314699
72,"BWA",0.00201954303245267
73,"BWA",0.00190062493935384
74,"BWA",0.00177757774580019
75,"BWA",0.00166485330338359
76,"BWA",0.00154428357010284
77,"BWA",0.00139811341400219
78,"BWA",0.00123955595653709
79,"BWA",0.00109710199084578
80,"BWA",0.000966209506427977
81,"BWA",0.000841510672692401
82,"BWA",0.000722179669548091
83,"BWA",0.000609455227131493
84,"BWA",0.000503750255488091
85,"BWA",0.000404238934526919
86,"BWA",0.000319179465157618
87,"BWA",0.000251462217698563
88,"BWA",0.00019819682183138
89,"BWA",0.000150712166600945
90,"BWA",0.000110246982143705
91,"BWA",7.76270885506238e-05
92,"BWA",5.45041260036295e-05
93,"BWA",3.84006342298299e-05
94,"BWA",2.80778830927788e-05
95,"BWA",2.22971424560302e-05
96,"BWA",1.73422219102457e-05
97,"BWA",1.15614812734972e-05
98,"BWA",5.36783059126654e-06
99,"BWA",1.65164018192817e-06
100,"BWA",2.47746027289225e-06
0,"CAF",0.029236963569691
1,"CAF",0.0286054060942846
2,"CAF",0.0279762994389319
3,"CAF",0.0273545452437407
4,"CAF",0.027046873064677
5,"CAF",0.0263289713135283
6,"CAF",0.0256523564540555
7,"CAF",0.02502042192941
8,"CAF",0.0244342988873088
9,"CAF",0.0238790938828097
10,"CAF",0.0233389708478725
11,"CAF",0.0229036675013908
12,"CAF",0.0226082494225962
13,"CAF",0.0224040772596514
14,"CAF",0.0222046182121946
15,"CAF",0.0220262739221246
16,"CAF",0.0217953312632073
17,"CAF",0.0214659787528983
18,"CAF",0.0210687573795606
19,"CAF",0.020688126172741
20,"CAF",0.0203178638199952
21,"CAF",0.0199000932631293
22,"CAF",0.019417470237147
23,"CAF",0.0188950685164451
24,"CAF",0.0183662569586794
25,"CAF",0.0178108634295607
26,"CAF",0.0173256010589051
27,"CAF",0.0169576010015936
28,"CAF",0.0166572812826913
29,"CAF",0.0163337730355876
30,"CAF",0.0160102647884839
31,"CAF",0.0156194532522099
32,"CAF",0.0151183548135143
33,"CAF",0.0145435432485846
34,"CAF",0.0139787234884897
35,"CAF",0.0134148463514925
36,"CAF",0.0128324938017818
37,"CAF",0.0122322314132164
38,"CAF",0.0116242395152504
39,"CAF",0.0110196410604359
40,"CAF",0.0104161737533385
41,"CAF",0.00984909169780936
42,"CAF",0.00933536210960557
43,"CAF",0.00886555875775095
44,"CAF",0.00840800950616541
45,"CAF",0.00796874714267374
46,"CAF",0.00756304216145739
47,"CAF",0.00719598472724352
48,"CAF",0.00686229615068547
49,"CAF",0.00654972233151413
50,"CAF",0.00625656654815381
51,"CAF",0.00599451732701499
52,"CAF",0.00576772220972723
53,"CAF",0.00556769758841192
54,"CAF",0.00538068116584379
55,"CAF",0.00520761556512046
56,"CAF",0.00504152537531953
57,"CAF",0.00487995977638718
58,"CAF",0.00471990237441103
59,"CAF",0.00456738595721585
