"region","FOI_025","FOI_25","FOI_50","FOI_75","FOI_975","FOI_mean","R0_025","R0_25","R0_50","R0_75","R0_975","R0_mean"
"KEN.24_1",2.72260450099179e-07,3.50054474044301e-07,3.97809048355666e-07,4.53302046051297e-07,5.7187252164085e-07,4.05923124551621e-07,0.655666798805388,0.77823115059647,0.830415434295142,0.87576979651307,0.933812237472613,0.82097452760289
"KEN.25_1",4.08379210140697e-07,5.23708090181691e-07,5.95558197381016e-07,6.78500706497191e-07,8.56281761671781e-07,6.07501316196673e-07,0.637233934221155,0.756362341076051,0.807847721076249,0.852092633974718,0.907551383893953,0.798335589430924
"KEN.26_1",5.4449961547085e-07,6.96764508066163e-07,7.93410585220757e-07,9.0381812865216e-07,1.13984377323933e-06,8.09106368321568e-07,0.474327678510712,0.563165657230237,0.60135001327051,0.63427557722179,0.676572559279456,0.59442040461982
"KEN.27_1",5.44497345003515e-07,6.96899836570557e-07,7.93486692133491e-07,9.03464268192073e-07,1.13913964485295e-06,8.09037935038723e-07,0.510872638164501,0.6059481598078,0.647378493532429,0.682860538318924,0.72860877004115,0.639959489058535
"KEN.28_1",5.44495872418023e-07,6.96764324034929e-07,7.93502971708093e-07,9.03371424617294e-07,1.13912931864405e-06,8.08910608146348e-07,0.635635774817962,0.754350054087404,0.806170657618731,0.849961985897362,0.905966622817103,0.796557748887538
"KEN.29_1",6.80202664479383e-07,8.70453933956694e-07,9.90472326443859e-07,1.12850687320414e-06,1.42352436080204e-06,1.01020399921955e-06,0.438945944615484,0.521410585641358,0.55699974451732,0.587370329361041,0.627784684246417,0.55047334995194
"KEN.3_1",9.52257773421456e-07,1.21827092836149e-06,1.385983998631e-06,1.57829157754046e-06,1.98818531379688e-06,1.4135114865481e-06,0.455311252546123,0.540957705350767,0.578694519953257,0.609727887311393,0.653555256180496,0.571691589263529
"KEN.30_1",6.80213309811079e-07,8.72496838691936e-07,9.91916493308757e-07,1.13007062363209e-06,1.42442757147045e-06,1.011405866581e-06,0.459279435227763,0.547916221495447,0.586702189293332,0.620076653333064,0.712572119099636,0.583365048595478
"KEN.31_1",9.52262658317436e-07,1.21877543496632e-06,1.38638101979801e-06,1.57862333594038e-06,1.98958723525223e-06,1.41411879089388e-06,0.394491094752718,0.469446142921215,0.502483470145786,0.529328513850252,0.567146155745134,0.496053092207216
"KEN.32_1",8.1622017820248e-07,1.04423371429757e-06,1.18820345959433e-06,1.35324696226085e-06,1.70502865058769e-06,1.211647382789e-06,0.440945734270191,0.523815005287175,0.560230332826221,0.589965483598868,0.632384927521665,0.553275489242361
"KEN.33_1",6.80201021573273e-07,8.70904053777599e-07,9.91085707615114e-07,1.12856659661553e-06,1.42356293233616e-06,1.01090681656727e-06,0.422096496184594,0.501858049671392,0.536167521352773,0.565328629427217,0.60425940678395,0.529724187037566
"KEN.34_1",8.16220047351856e-07,1.0442336501431e-06,1.18818589219092e-06,1.35321782322654e-06,1.70502797982524e-06,1.21162002896263e-06,0.444637752528995,0.52818505565212,0.564779748204424,0.594913223887818,0.637627681206212,0.557865894285644
"KEN.35_1",6.80191920243383e-07,8.70714132274833e-07,9.90712140484059e-07,1.12797272901998e-06,1.42350385173781e-06,1.01033358331085e-06,0.324080739931871,0.38554052186768,0.412694140232949,0.434473763415673,0.465007422535525,0.407229383238013
"KEN.36_1",8.16223390424384e-07,1.04423357155386e-06,1.18819063277214e-06,1.3532152760637e-06,1.70569589145746e-06,1.21198595531331e-06,0.351015305512469,0.417449431283233,0.44711271528955,0.470752146749835,0.503743999519153,0.441228824473328
"KEN.37_1",4.08386412146447e-07,5.23713090747403e-07,5.95518587451196e-07,6.78476275617661e-07,8.56560306708988e-07,6.07698495765977e-07,0.521519424292139,0.619204406034084,0.661587818356349,0.697700982358775,0.743291228241187,0.653910206383615
"KEN.38_1",5.44484802470212e-07,6.96557227127882e-07,7.92960431810619e-07,9.0320856406218e-07,1.13894421485311e-06,8.08307153514013e-07,0.537909037547262,0.637694149191627,0.681449043936639,0.718399576773055,0.76695278382744,0.673515454215127
"KEN.39_1",4.08389064349767e-07,5.23743137881791e-07,5.95664691757528e-07,6.78495618965087e-07,8.56560394817051e-07,6.0790099306827e-07,0.570102909117599,0.67681880139324,0.72300058733163,0.762682409339241,0.812536130552082,0.714663408802078
"KEN.4_1",8.16228032494251e-07,1.04466927830787e-06,1.18837744858208e-06,1.35418191240829e-06,1.70601025836974e-06,1.21224776103144e-06,0.541118113697378,0.643868960640999,0.690144836569701,0.729454543641457,0.817063518272316,0.685135155088277
"KEN.40_1",5.44192622358977e-07,6.97188363964936e-07,7.93768395241821e-07,9.0386953180983e-07,1.14127597830108e-06,8.09556180141611e-07,0.638964508446674,0.758584632957443,0.810624726886247,0.854807243092199,0.910890873416562,0.801023598517266
"KEN.41_1",5.44187471059522e-07,6.96948807084529e-07,7.93738105461019e-07,9.03542307496669e-07,1.13940405622335e-06,8.09136300273336e-07,0.522726420703911,0.620062155604567,0.662371488613794,0.698492641427639,0.745514692182434,0.654835755951604
"KEN.42_1",1.08830380136964e-06,1.39241041978158e-06,1.58333888599559e-06,1.80479453029885e-06,2.27636927691043e-06,1.61595225003809e-06,0.432545382886172,0.516300961837588,0.553401972876645,0.585054119671375,0.679387981891341,0.551115140304627
"KEN.43_1",5.44498296239746e-07,6.96820009804727e-07,7.93738686648475e-07,9.03598659857498e-07,1.13956778980297e-06,8.0914491083448e-07,0.651324562477138,0.773086561957524,0.826207301154898,0.871010673856139,0.928310593059158,0.816313024362469
"KEN.44_1",8.16225984763881e-07,1.04471278694977e-06,1.18849684637623e-06,1.35330967570402e-06,1.70606903907699e-06,1.21234864172381e-06,0.411440222725441,0.48938786922341,0.523254709488215,0.551329793491807,0.590534614934101,0.516728376942273
"KEN.45_1",8.16220007561495e-07,1.04423283858896e-06,1.18818022570304e-06,1.35333918595236e-06,1.7050195415618e-06,1.2116079857729e-06,0.492646427415773,0.585107562319911,0.62519310335027,0.658746576171242,0.704846394269996,0.617678561701526
"KEN.46_1",4.08384368467608e-07,5.23771600425763e-07,5.95841155470562e-07,6.78537976898654e-07,8.56642631883548e-07,6.07891068545643e-07,0.672083398509091,0.797884062348442,0.851878335866195,0.898939661560601,0.957176299591051,0.842065112641313
"KEN.47_1",5.44246972563407e-07,6.96901382153764e-07,7.9344032742991e-07,9.03518045895023e-07,1.14116872371245e-06,8.09293520876513e-07,0.505198847483546,0.599218452197452,0.640231666000353,0.67531270589517,0.720766824374014,0.6329144754643
"KEN.5_1",8.16222172606789e-07,1.04423343201787e-06,1.18813322792149e-06,1.35298466186442e-06,1.70558078702632e-06,1.21183973070559e-06,0.426174838891707,0.506486593644866,0.541488239192996,0.570635172469715,0.611708691020168,0.534907860392219
"KEN.6_1",6.80202330943667e-07,8.70955443160653e-07,9.91309174157556e-07,1.12860608443745e-06,1.42363059521543e-06,1.01088404494774e-06,0.504049113112491,0.598783293771927,0.63913742910064,0.674452946967798,0.720075509543337,0.631881624600221
"KEN.7_1",4.08383966390721e-07,5.23769636651422e-07,5.95705573918043e-07,6.7853159348658e-07,8.56560656263145e-07,6.07776648178816e-07,0.663501770225958,0.787675967606158,0.840915711208222,0.887303029575469,0.944967401667902,0.83124274990768
"KEN.8_1",5.44486641070721e-07,6.96606221572817e-07,7.93037432709798e-07,9.03240671905786e-07,1.13912956692009e-06,8.08437492271799e-07,0.529157317901369,0.627279302565385,0.670372058398054,0.706879994845018,0.754647270727206,0.662573780404037
"KEN.9_1",5.44187182021092e-07,6.96764473629376e-07,7.93670734245788e-07,9.03223470595977e-07,1.13931255605953e-06,8.09105335866593e-07,0.624464407906398,0.741367798585357,0.792216937680875,0.835315839010065,0.89002888515873,0.782705993138368
"LBR.1_1",9.52256695479082e-07,1.21827534860495e-06,1.3857341027392e-06,1.57877506046204e-06,1.98696483697417e-06,1.41355062755285e-06,0.621235920927841,0.737752772441176,0.788073832968246,0.830502907456447,0.887616118009428,0.77855297344394
"LBR.10_1",9.52256685934806e-07,1.21827047126084e-06,1.38546646165188e-06,1.57862497328961e-06,1.98631832916298e-06,1.41333462973416e-06,0.606205968103123,0.719733900568034,0.769086816845255,0.810050756315087,0.866457030592867,0.759604379643372
"LBR.11_1",9.5225669122506e-07,1.21827004463357e-06,1.38578310199145e-06,1.57893733116327e-06,1.98773752244119e-06,1.4134292524922e-06,0.620334364132678,0.736489158809915,0.786888597809619,0.828954461250609,0.886333822474363,0.777283043623254
"LBR.12_1",1.0882933489838e-06,1.39228051776879e-06,1.58341694247347e-06,1.80411843498401e-06,2.27014575816097e-06,1.61518665508846e-06,0.615550790125063,0.731079012826746,0.781440847715459,0.823175282817426,0.881749782272575,0.77183005560516
"LBR.13_1",9.52256687367612e-07,1.21827581693263e-06,1.38575811881597e-06,1.57881410470999e-06,1.98696489265093e-06,1.41354150269855e-06,0.621323838728967,0.737863073945553,0.78815950914418,0.83063710154824,0.887714558516885,0.778638662455297
"LBR.14_1",9.5225667551805e-07,1.21827123630298e-06,1.38550714576076e-06,1.57877267352944e-06,1.9864367721706e-06,1.4133565770248e-06,0.624371980362403,0.741278574551568,0.79200522502491,0.834316386641692,0.892150531868863,0.782270213111348
"LBR.15_1",9.52256682470524e-07,1.21827317056046e-06,1.38561377141478e-06,1.57877379379252e-06,1.98667677932003e-06,1.41344493523161e-06,0.62198782005522,0.738533095913536,0.789066946234924,0.831196022466073,0.888746603614238,0.779410998342959
"LBR.2_1",1.08829335819639e-06,1.39217538329447e-06,1.58350985904406e-06,1.80409531223321e-06,2.27037322387109e-06,1.61524281959051e-06,0.617677311212657,0.733674583129083,0.784145830823188,0.826019207799272,0.884702265384252,0.774558043262198
"LBR.3_1",1.08829335120094e-06,1.39231352017443e-06,1.58362595909905e-06,1.80401766350175e-06,2.27066373248452e-06,1.61528249769179e-06,0.638824159229778,0.758847042140656,0.810904091696218,0.854140848220052,0.914488243009518,0.800897589858416
"LBR.4_1",9.52256682469529e-07,1.218272444011e-06,1.38557472851239e-06,1.57877339262128e-06,1.98658029808329e-06,1.41343449464837e-06,0.631184008690034,0.749328778509518,0.800579376895156,0.843477861426289,0.901646672666496,0.790846594149215
"LBR.5_1",1.08830129654924e-06,1.39230952558636e-06,1.58357515604782e-06,1.80492407799536e-06,2.27334818807892e-06,1.61575117498378e-06,0.618209029777625,0.735501283131302,0.78871510487045,0.832127789566026,0.922189322841006,0.781955958898868
"LBR.6_1",1.08829333588765e-06,1.39212428638832e-06,1.58327760605497e-06,1.80376923195937e-06,2.26981904242185e-06,1.61501976410857e-06,0.630254127315533,0.7481665415801,0.799773329041033,0.842414489834342,0.902310685283724,0.789959029934002
"LBR.7_1",9.5225668608346e-07,1.21827292356572e-06,1.38559864111607e-06,1.57844436005369e-06,1.98664397996067e-06,1.41339446477697e-06,0.601428667271094,0.714121673660209,0.76305320439292,0.803775985077987,0.85969975886504,0.753747561494371
"LBR.8_1",1.22433002006999e-06,1.56609122630877e-06,1.78136617094109e-06,2.02876630048328e-06,2.55398341033759e-06,1.81693286157523e-06,0.598369847344561,0.71080620797275,0.760293645737056,0.8010704201807,0.858339852838655,0.750888152253454
"LBR.9_1",9.52256684211565e-07,1.21827381531295e-06,1.38565225753412e-06,1.57877422450254e-06,1.98676239843922e-06,1.41352473777777e-06,0.622861146614891,0.739648906802582,0.790160237362921,0.832465354390202,0.889995358050426,0.780580886605415
"MLI.1_1",4.08368841512997e-07,5.23346570839116e-07,5.95288822029288e-07,6.78521599966377e-07,8.55430110136725e-07,6.06943087690444e-07,0.651117822743076,0.772683610506653,0.825074976854363,0.870186191080254,0.927517190053859,0.815525588315718
"MLI.2_1",2.72316999741499e-07,3.49947459140624e-07,3.97687498667116e-07,4.52714192033292e-07,5.71041967622218e-07,4.05347521652948e-07,0.65935775577261,0.782858529225893,0.835428823778865,0.881082812960305,0.939548199623115,0.825918406272793
"MLI.3_1",5.44505876298578e-07,6.97517783152174e-07,7.93909659490659e-07,9.04103264673451e-07,1.14207970790817e-06,8.09839453081939e-07,0.650687541718314,0.772904277466492,0.825733035903647,0.870718538274643,0.927354958604822,0.816019888000856
"MLI.4_1",1.36161075008592e-07,1.75180178418525e-07,1.99432462437794e-07,2.27322923449878e-07,2.86401497867429e-07,2.03313982122547e-07,0.643440399334947,0.764115277607654,0.815237100646304,0.85983641929013,0.917574200054126,0.806079429054464
"MLI.5_1",4.08389140245887e-07,5.23877675017944e-07,5.9586004244881e-07,6.78865422496704e-07,8.56857362402333e-07,6.08224318178889e-07,0.625853375955187,0.743064256604618,0.79371942264245,0.837295039672565,0.891628678918905,0.784567444449951
"MLI.6_1",4.08388944219966e-07,5.23865752672974e-07,5.958611179307e-07,6.78915923945518e-07,8.56798571637975e-07,6.08143342466678e-07,0.649238089846763,0.770762123351957,0.823094874594634,0.868518818705786,0.924782042194708,0.813664724545683
"MLI.7_1",4.08389300380908e-07,5.23851571761525e-07,5.95847977241573e-07,6.78851340376008e-07,8.5680548344706e-07,6.08147026871141e-07,0.621999685958197,0.738422298483465,0.788834618423879,0.832098544936555,0.886066334191362,0.779665924248133
"MLI.8_1",4.08387653794103e-07,5.23871853725681e-07,5.95830387057722e-07,6.78686344386353e-07,8.56945694572911e-07,6.08127768967439e-07,0.61756383879019,0.733224221740287,0.783199873059643,0.826153076959448,0.880160101319482,0.774167307717025
"MLI.9_1",1.36162359510094e-07,1.75473305410411e-07,1.99790421427018e-07,2.27501708672455e-07,2.86492369743239e-07,2.03594838237992e-07,0.655782702557946,0.778772294708739,0.831211091076899,0.876429507397689,0.935174211459118,0.821718060193568
"MRT.1_1",6.80554422503537e-16,2.55181953943693e-12,7.13587862194382e-11,1.05593044749352e-09,1.52754412270473e-08,1.65640220187049e-09,0.65503742746484,0.780019950095347,0.832263544519235,0.877970112004801,0.936918611750544,0.822780346605024
"MRT.10_1",2.39233636746452e-16,2.16544423934545e-12,7.05170285483604e-11,1.06485194236415e-09,1.41644159154652e-08,1.68156994813136e-09,0.59482314844019,0.708329195511031,0.755847726072841,0.797415721590401,0.850809470967808,0.747316090794531
"MRT.11_1",1.36161158278943e-07,1.75272295761969e-07,1.99524542236645e-07,2.27445360071794e-07,2.86488034697042e-07,2.0339524902315e-07,0.659951739604154,0.783743884665436,0.836313615174423,0.882016903475731,0.941144054409343,0.826820278579137
"MRT.12_1",3.95443370819541e-16,2.19823556342981e-12,6.94339732786379e-11,1.02248552616482e-09,1.47317493232374e-08,1.60603968385947e-09,0.639232865775158,0.761210178875911,0.812160738091307,0.856789879331605,0.914348718414169,0.802944632120955
"MRT.13_1",2.723165626572e-07,3.49952945164757e-07,3.9775455998628e-07,4.52661869710985e-07,5.71025709044343e-07,4.05476007688468e-07,0.642646591595752,0.763021796650403,0.81431961049927,0.858794234174908,0.91573365650993,0.805106712925589
"MRT.2_1",2.723166706753e-07,3.50016167755324e-07,3.97952633884452e-07,4.53339441406251e-07,5.71924113319088e-07,4.06099293673945e-07,0.658449830003914,0.781615152666943,0.834102498633474,0.879685341544955,0.937746830760442,0.824618325170279
"MRT.3_1",4.08374038844626e-07,5.23454984593662e-07,5.95614406380114e-07,6.78211205038316e-07,8.55249033747506e-07,6.07390794414909e-07,0.675628886536229,0.801805667462873,0.856360768207286,0.903153962544247,0.962220119241896,0.846306832400238
"MRT.4_1",2.17816161406007e-16,2.00551971747593e-12,6.41885910490408e-11,9.59821981913553e-10,1.33376146840965e-08,1.52286467090134e-09,0.554114089173296,0.659832866399126,0.704095313684467,0.742806338867167,0.792555088384752,0.696113540336797
"MRT.5_1",4.08384636394235e-07,5.23748068303493e-07,5.95705533916291e-07,6.78539987151484e-07,8.5656045014193e-07,6.07838224605085e-07,0.681246008472143,0.808749553138752,0.86349899448635,0.911132259460651,0.970233329128707,0.853436834865306
"MRT.6_1",4.08388754175536e-07,5.2377234386609e-07,5.95930509465806e-07,6.78538421053053e-07,8.56713353424771e-07,6.08087002619802e-07,0.670092411811861,0.795494379246068,0.849557094154192,0.896381310802904,0.954369605318796,0.839655147914211
"MRT.7_1",1.36162066515875e-07,1.7559731675655e-07,1.99926175052708e-07,2.27646701567993e-07,2.86708570745377e-07,2.03845741247513e-07,0.673188395640444,0.799553579525623,0.853367937193685,0.900023070740532,0.960143677112274,0.843709288601896
"MRT.8_1",1.36291963606533e-07,1.75923662539625e-07,2.00152951162414e-07,2.28316087696782e-07,2.88590973791126e-07,2.04351486854565e-07,0.660837557049117,0.785233278408776,0.838001339466601,0.88374358301939,0.942432259076161,0.828259968444132
"MRT.9_1",7.50375687055421e-16,3.02382748894961e-12,6.78848873556585e-11,9.77006448125486e-10,1.41548180226239e-08,1.57238094781567e-09,0.609018211458311,0.724991151735297,0.773602136801221,0.816210790746046,0.870872440694926,0.764771927981837
"NER.1_1",1.36162170873375e-07,1.75520386772713e-07,1.99531319807453e-07,2.27529010238813e-07,2.8649168452947e-07,2.03517703288848e-07,0.592066102018221,0.703255434350401,0.750790382348962,0.791746929217143,0.844340253232423,0.742120227734089
"NER.2_1",4.08367174227606e-07,5.23213303792912e-07,5.95406240553449e-07,6.78304050860314e-07,8.55221622328047e-07,6.07161782592981e-07,0.618323657112904,0.734143291350939,0.784158975490809,0.827136942889385,0.880899857768949,0.775053742975559
"NER.3_1",4.08375274489144e-07,5.23743173061475e-07,5.95653406928121e-07,6.78538099375931e-07,8.55446196951084e-07,6.07450031556122e-07,0.678215808266002,0.804889296408232,0.859367465784312,0.906613957121851,0.965920689973725,0.849534263247856
"NER.4_1",4.08369730743726e-07,5.23743148302074e-07,5.95482985869909e-07,6.78523007184892e-07,8.55449533378561e-07,6.07213342959634e-07,0.634654485519129,0.753151527086859,0.80443539650792,0.848384922891333,0.904126826655352,0.795104537665568
"NER.5_1",4.08384095683925e-07,5.23769548337776e-07,5.95698784963389e-07,6.7853543448007e-07,8.56560837478481e-07,6.07812053108014e-07,0.6740771221338,0.800232062054659,0.854369356354633,0.90144718478813,0.960030814872507,0.84446793935045
"NER.6_1",4.08375894204461e-07,5.23771834858349e-07,5.95705686851704e-07,6.78531207280103e-07,8.55452699713763e-07,6.07556615923257e-07,0.65311341122068,0.775086279012557,0.828029103834063,0.873057301804972,0.930155134676223,0.818303465222511
"NER.7_1",4.08380305147692e-07,5.23836531844611e-07,5.95778710151426e-07,6.78536234644404e-07,8.56561167378012e-07,6.07736584095325e-07,0.669908886226735,0.795142482256599,0.849235663163957,0.895761341801117,0.954083236466718,0.839307357998892
"NER.8_1",4.08371886306561e-07,5.23774164732895e-07,5.95700604279862e-07,6.78525788011118e-07,8.55459980209066e-07,6.0745038826114e-07,0.628797375715891,0.746322170285656,0.797308914879901,0.840749586692313,0.896155701935615,0.787985859058053
"NGA.1_1",5.44483110557149e-07,6.973510085731e-07,7.93939020592761e-07,9.04438346289978e-07,1.14117559398012e-06,8.09043398475069e-07,0.643826807683911,0.764961408517654,0.819913014482845,0.865131940282363,0.952611747224205,0.812182476467157
"NGA.10_1",5.44482765710484e-07,6.97900815611442e-07,7.94164489140651e-07,9.0461930528257e-07,1.14164836107971e-06,8.09265596506673e-07,0.651005398071753,0.773748157258505,0.829481022922661,0.874823319884224,0.963255415082643,0.821397425792407
"NGA.11_1",8.16236815344901e-07,1.04429574431874e-06,1.18869471358473e-06,1.35393570132118e-06,1.70504739254134e-06,1.21200956915611e-06,0.668434787796606,0.79297845278418,0.846897576266819,0.892746784870647,0.952624620343492,0.837039889885772
"NGA.12_1",9.52256791303998e-07,1.21861326473671e-06,1.38617084291212e-06,1.57929214851686e-06,1.98906781100954e-06,1.41382424820102e-06,0.637856695822987,0.757400538967124,0.809049026552548,0.852830741253621,0.911087474516874,0.799504870990112
"NGA.13_1",8.16233571911515e-07,1.04423418422912e-06,1.18865853324151e-06,1.35371956983055e-06,1.70503355472538e-06,1.2118155461279e-06,0.608979957946931,0.722696329562357,0.77165956729603,0.813358681972711,0.869196223518214,0.762822060096806
"NGA.14_1",9.52259900951537e-07,1.21839319778364e-06,1.38637558536471e-06,1.57948124781477e-06,1.99009350520588e-06,1.41393795668854e-06,0.642354889788109,0.762482321211353,0.814715873609877,0.85910634568101,0.917471427604757,0.804974379824456
"NGA.15_1",6.80223362581033e-07,8.70539704549975e-07,9.91199395072146e-07,1.12874207890936e-06,1.42357140499238e-06,1.01021487031209e-06,0.640672124259126,0.759646891643654,0.811328331105698,0.854998512015546,0.912577086564153,0.8019026091811
"NGA.16_1",4.08381729161185e-07,5.2379673032445e-07,5.95639198703618e-07,6.785066817967e-07,8.56796677817728e-07,6.07659605337189e-07,0.600789161697541,0.713253121393302,0.761768108211553,0.803608965948697,0.85611034808938,0.752920848985127
"NGA.17_1",5.44482728142957e-07,6.97896537173406e-07,7.94152460332291e-07,9.04622127993143e-07,1.14196629324637e-06,8.0940230801474e-07,0.644239948546803,0.766520930564252,0.821208455267644,0.866352235447669,0.954672142983506,0.813164821049954
"NGA.18_1",4.08373645594558e-07,5.23871219922529e-07,5.95705704504139e-07,6.78522681146257e-07,8.55459614623345e-07,6.07513886259565e-07,0.623242579416821,0.739717860802111,0.790319628477816,0.833228002596093,0.888242037385607,0.781060285073243
"NGA.19_1",5.44498032685764e-07,6.98815909400782e-07,7.94364757268036e-07,9.04597390155473e-07,1.1423356453547e-06,8.09977271450487e-07,0.59330131879408,0.705900153479829,0.756742252380688,0.799212923327342,0.887851497943662,0.749910389455694
"NGA.2_1",5.44491465150053e-07,6.96958277712422e-07,7.93717421391334e-07,9.03620441932034e-07,1.1392744228019e-06,8.08935133232845e-07,0.620097020664434,0.736003631545669,0.786639371818941,0.829095716605118,0.884344722561327,0.777342476293874
"NGA.20_1",4.08361960814614e-07,5.23750898741355e-07,5.95298837351273e-07,6.78509178560968e-07,8.54991302314029e-07,6.06791640013946e-07,0.605294671203476,0.718315455430369,0.767149084393755,0.808494049325945,0.862448580601101,0.758261053335089
"NGA.21_1",4.08362010497261e-07,5.23743179922294e-07,5.95352459791118e-07,6.78513196774244e-07,8.54907040908935e-07,6.06912081369425e-07,0.60177326993245,0.7142386476302,0.762711143270712,0.804231811093272,0.857482026594568,0.754007534551606
"NGA.22_1",4.08384746806045e-07,5.23948489231218e-07,5.95900089221805e-07,6.78690169451715e-07,8.57300350332778e-07,6.07991046315132e-07,0.646667026842437,0.76770599806633,0.819916565192298,0.865090612782773,0.9209723378163,0.810429594903897
"NGA.23_1",6.80225162727252e-07,8.70955900349506e-07,9.91521919619316e-07,1.12890542675067e-06,1.42358214743721e-06,1.01053451029632e-06,0.63426462144289,0.752207272179589,0.803586493149443,0.847132437515879,0.903468245833667,0.794306472397057
"NGA.24_1",6.80223140979432e-07,8.70955825841897e-07,9.91521774785555e-07,1.1288071897895e-06,1.42401681257449e-06,1.01063205235629e-06,0.640450750141699,0.759389917453152,0.811403031972098,0.85541965003469,0.912436533844225,0.802007038447631
"NGA.25_1",4.08362596912774e-07,5.23775053999244e-07,5.95481500241179e-07,6.78529424031458e-07,8.55138185904113e-07,6.06922163050322e-07,0.654632503297409,0.776859025304233,0.82946466636905,0.874447204491226,0.932511408371992,0.81994509426104
"NGA.26_1",6.80221994019978e-07,8.712677976391e-07,9.91994883977351e-07,1.12925663259147e-06,1.42528731798469e-06,1.01146128467611e-06,0.643204259474966,0.763116634131639,0.815058621915669,0.859518790601304,0.916621189277657,0.805750058097928
"NGA.27_1",6.8022726537405e-07,8.7114986649162e-07,9.91908902718085e-07,1.12902323784074e-06,1.42404711377884e-06,1.0111785243722e-06,0.644774767358299,0.764745468805998,0.816952571847278,0.861604715954062,0.918596871334127,0.80763572040026
"NGA.28_1",1.08830164298171e-06,1.39231071084032e-06,1.58376154671472e-06,1.80527987898829e-06,2.27336056146782e-06,1.61602122901458e-06,0.66299642309554,0.788816489301275,0.845443108832749,0.891834243447016,0.982242958789474,0.837877865762376
"NGA.29_1",9.52256677299094e-07,1.21827096204259e-06,1.3861025765399e-06,1.57910671027942e-06,1.98903015853032e-06,1.41353067957204e-06,0.63867492246893,0.75807834313546,0.809957025495681,0.853435083284449,0.912215470696855,0.800239804987406
"NGA.3_1",5.44486607941724e-07,6.96659531251992e-07,7.93355376798391e-07,9.03543200264585e-07,1.13914303775035e-06,8.08626439547969e-07,0.640204091327977,0.759767396248753,0.811861609150875,0.855711879467214,0.912463107755198,0.802255111814963
"NGA.30_1",6.80225832492369e-07,8.70724262718344e-07,9.91466728938225e-07,1.12983645568558e-06,1.42410157365415e-06,1.01076414870058e-06,0.640252323000652,0.760994835883483,0.815751749369831,0.860549680515315,0.947443854562027,0.808198160592999
"NGA.31_1",8.16243000886313e-07,1.04487399041329e-06,1.18894282989979e-06,1.35460792296128e-06,1.70649897819166e-06,1.21258452975166e-06,0.646125118749416,0.768476005996611,0.823621394969063,0.868791237429241,0.956696667102583,0.816059381959613
"NGA.32_1",5.44487696438903e-07,6.98224503832538e-07,7.94224429433747e-07,9.04601236710408e-07,1.14153744008352e-06,8.09412060935844e-07,0.607829383943354,0.722894018816202,0.774771135232952,0.818148725535376,0.906721577639143,0.767706708202786
"NGA.33_1",6.80229210197053e-07,8.70849230389852e-07,9.91596743219653e-07,1.12900177147568e-06,1.42360266444508e-06,1.0105004401601e-06,0.643599798810466,0.763046130786293,0.815451731080973,0.859617145906536,0.916747272004422,0.805971420580054
"NGA.34_1",4.08376278161811e-07,5.23851897959862e-07,5.95705701085949e-07,6.7853169091735e-07,8.55577020354436e-07,6.07533902146569e-07,0.659932884748052,0.783187951642303,0.836521403015979,0.88218301012343,0.939877670386405,0.826770684736138
"NGA.35_1",8.16235039994075e-07,1.0450826921031e-06,1.18905038162499e-06,1.35409380226827e-06,1.70721590955898e-06,1.21251494417445e-06,0.621992843482385,0.738564310404364,0.788557308482081,0.831940324521826,0.88735760303365,0.779455600948971
"NGA.36_1",4.08388774067052e-07,5.23867277773729e-07,5.95781786182528e-07,6.78921170831417e-07,8.57062729477898e-07,6.08152444792284e-07,0.598875712088231,0.711036578589193,0.759588625375525,0.80126009186026,0.85352615921985,0.75083412786782
"NGA.37_1",4.0838069896005e-07,5.2383627565612e-07,5.95705683471987e-07,6.78516989214902e-07,8.56561220773003e-07,6.07704214910665e-07,0.621344289792077,0.737647009409147,0.787891664848926,0.831126589603561,0.88534471571271,0.778655020163985
"NGA.4_1",8.16241619750757e-07,1.0450166548775e-06,1.18898988200159e-06,1.35407058020835e-06,1.70752616222125e-06,1.21232318517475e-06,0.659977859968106,0.78325647444179,0.836311935168826,0.882002473248128,0.940571122848023,0.826721030730555
"NGA.5_1",4.08375579782904e-07,5.23874216487305e-07,5.95705715858947e-07,6.78514533378759e-07,8.55460026770294e-07,6.07605222811289e-07,0.601175491144666,0.713614413346383,0.762425662620827,0.803963360371707,0.856793746428441,0.753555947627453
"NGA.6_1",9.52256696034528e-07,1.21849473846182e-06,1.38621851279004e-06,1.57929212411156e-06,1.98818186593398e-06,1.41380330791049e-06,0.644725991152475,0.765486997021264,0.81773190971182,0.861978466284246,0.920899102845446,0.808058477570143
"NGA.7_1",5.44483177387261e-07,6.96764893399874e-07,7.9369162129475e-07,9.03744134669797e-07,1.13901841751899e-06,8.08703412471186e-07,0.642439804064165,0.76250616732997,0.814732154204599,0.858775383124814,0.915610294193553,0.805255626960699
"NGA.8_1",4.08378057831518e-07,5.2387073471095e-07,5.95788254978776e-07,6.78517128573381e-07,8.56453638231844e-07,6.077032722109e-07,0.610419021308178,0.7247023122486,0.774143251057532,0.816323950060744,0.869973212313716,0.765112361540804
"NGA.9_1",1.08829351107603e-06,1.39231028358107e-06,1.58345902069452e-06,1.80431191338879e-06,2.270380491778e-06,1.61534418582112e-06,0.646954083190961,0.768376091766998,0.821161147054659,0.864900938757936,0.925350003891133,0.811095503002137
